,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,
314,andhra-pradesh,2020,4,516001,3119905,8005247952,"insert into top_trans values (314,'andhra-pradesh',2020,4,516001,3119905,8005247952.07728);"
315,andhra-pradesh,2020,4,530016,2981818,5591062751,"insert into top_trans values (315,'andhra-pradesh',2020,4,530016,2981818,5591062751.0708);"
316,andhra-pradesh,2020,4,515001,2821800,6442101737,"insert into top_trans values (316,'andhra-pradesh',2020,4,515001,2821800,6442101736.91554);"
317,andhra-pradesh,2020,4,518002,2219953,4809927718,"insert into top_trans values (317,'andhra-pradesh',2020,4,518002,2219953,4809927717.53975);"
318,andhra-pradesh,2020,4,520010,2170458,4679865894,"insert into top_trans values (318,'andhra-pradesh',2020,4,520010,2170458,4679865894.24162);"
319,andhra-pradesh,2020,4,530017,2027751,3252434513,"insert into top_trans values (319,'andhra-pradesh',2020,4,530017,2027751,3252434512.58654);"
320,andhra-pradesh,2021,1,524002,7269657,16698428355,"insert into top_trans values (320,'andhra-pradesh',2021,1,524002,7269657,16698428355.2391);"
321,andhra-pradesh,2021,1,530026,5875319,13567044097,"insert into top_trans values (321,'andhra-pradesh',2021,1,530026,5875319,13567044097.3129);"
322,andhra-pradesh,2021,1,517501,4354325,8224302893,"insert into top_trans values (322,'andhra-pradesh',2021,1,517501,4354325,8224302893.47066);"
323,andhra-pradesh,2021,1,520002,3591058,9183853695,"insert into top_trans values (323,'andhra-pradesh',2021,1,520002,3591058,9183853695.40849);"
324,andhra-pradesh,2021,1,517507,3378549,6593121541,"insert into top_trans values (324,'andhra-pradesh',2021,1,517507,3378549,6593121540.98103);"
325,andhra-pradesh,2021,1,530016,3144495,5679150412,"insert into top_trans values (325,'andhra-pradesh',2021,1,530016,3144495,5679150412.00556);"
326,andhra-pradesh,2021,1,516001,2941623,7434205012,"insert into top_trans values (326,'andhra-pradesh',2021,1,516001,2941623,7434205012.06832);"
327,andhra-pradesh,2021,1,515001,2815993,6225481723,"insert into top_trans values (327,'andhra-pradesh',2021,1,515001,2815993,6225481722.60229);"
328,andhra-pradesh,2021,1,522001,2584588,6753205747,"insert into top_trans values (328,'andhra-pradesh',2021,1,522001,2584588,6753205746.89962);"
329,andhra-pradesh,2021,1,520010,2291676,4716738890,"insert into top_trans values (329,'andhra-pradesh',2021,1,520010,2291676,4716738889.93044);"
330,andhra-pradesh,2021,2,524002,11023032,25519404147,"insert into top_trans values (330,'andhra-pradesh',2021,2,524002,11023032,25519404146.5265);"
331,andhra-pradesh,2021,2,530026,7850540,19042845773,"insert into top_trans values (331,'andhra-pradesh',2021,2,530026,7850540,19042845773.2016);"
332,andhra-pradesh,2021,2,520002,5441708,14948864291,"insert into top_trans values (332,'andhra-pradesh',2021,2,520002,5441708,14948864290.8696);"
333,andhra-pradesh,2021,2,517501,4614209,9215678010,"insert into top_trans values (333,'andhra-pradesh',2021,2,517501,4614209,9215678010.43957);"
334,andhra-pradesh,2021,2,517507,3834825,7940105016,"insert into top_trans values (334,'andhra-pradesh',2021,2,517507,3834825,7940105016.38043);"
335,andhra-pradesh,2021,2,522001,3427039,9832657321,"insert into top_trans values (335,'andhra-pradesh',2021,2,522001,3427039,9832657321.43952);"
336,andhra-pradesh,2021,2,515001,3052771,7213837063,"insert into top_trans values (336,'andhra-pradesh',2021,2,515001,3052771,7213837063.02008);"
337,andhra-pradesh,2021,2,530016,2892664,5705916881,"insert into top_trans values (337,'andhra-pradesh',2021,2,530016,2892664,5705916880.59572);"
338,andhra-pradesh,2021,2,516001,2613562,7256266064,"insert into top_trans values (338,'andhra-pradesh',2021,2,516001,2613562,7256266063.65752);"
339,andhra-pradesh,2021,2,518002,2553688,5906664131,"insert into top_trans values (339,'andhra-pradesh',2021,2,518002,2553688,5906664130.52433);"
340,andhra-pradesh,2021,3,524002,10701326,23300508691,"insert into top_trans values (340,'andhra-pradesh',2021,3,524002,10701326,23300508690.7121);"
341,andhra-pradesh,2021,3,530026,9780096,22841763578,"insert into top_trans values (341,'andhra-pradesh',2021,3,530026,9780096,22841763578.2927);"
342,andhra-pradesh,2021,3,517501,5982442,11419848822,"insert into top_trans values (342,'andhra-pradesh',2021,3,517501,5982442,11419848822.2339);"
343,andhra-pradesh,2021,3,520002,5320101,14633600592,"insert into top_trans values (343,'andhra-pradesh',2021,3,520002,5320101,14633600592.2166);"
344,andhra-pradesh,2021,3,517507,4866065,9768221618,"insert into top_trans values (344,'andhra-pradesh',2021,3,517507,4866065,9768221617.56348);"
345,andhra-pradesh,2021,3,522001,4242875,11355623169,"insert into top_trans values (345,'andhra-pradesh',2021,3,522001,4242875,11355623168.6609);"
346,andhra-pradesh,2021,3,530016,4177023,7797927714,"insert into top_trans values (346,'andhra-pradesh',2021,3,530016,4177023,7797927714.3069);"
347,andhra-pradesh,2021,3,515001,4040160,8752025049,"insert into top_trans values (347,'andhra-pradesh',2021,3,515001,4040160,8752025049.04671);"
348,andhra-pradesh,2021,3,516001,3370675,8720115499,"insert into top_trans values (348,'andhra-pradesh',2021,3,516001,3370675,8720115499.34137);"
349,andhra-pradesh,2021,3,520010,3206301,6832329072,"insert into top_trans values (349,'andhra-pradesh',2021,3,520010,3206301,6832329071.66282);"
350,andhra-pradesh,2021,4,524002,14158439,30358274591,"insert into top_trans values (350,'andhra-pradesh',2021,4,524002,14158439,30358274591.3676);"
351,andhra-pradesh,2021,4,530026,10216678,24428085477,"insert into top_trans values (351,'andhra-pradesh',2021,4,530026,10216678,24428085477.4929);"
352,andhra-pradesh,2021,4,517501,7246667,13514835187,"insert into top_trans values (352,'andhra-pradesh',2021,4,517501,7246667,13514835187.0569);"
353,andhra-pradesh,2021,4,517507,5790910,11415016234,"insert into top_trans values (353,'andhra-pradesh',2021,4,517507,5790910,11415016234.0595);"
354,andhra-pradesh,2021,4,520002,5716025,15397268124,"insert into top_trans values (354,'andhra-pradesh',2021,4,520002,5716025,15397268124.1711);"
355,andhra-pradesh,2021,4,530016,5252680,9484946023,"insert into top_trans values (355,'andhra-pradesh',2021,4,530016,5252680,9484946022.8224);"
356,andhra-pradesh,2021,4,522001,4989759,13298088500,"insert into top_trans values (356,'andhra-pradesh',2021,4,522001,4989759,13298088500.2811);"
357,andhra-pradesh,2021,4,515001,4892740,10235401678,"insert into top_trans values (357,'andhra-pradesh',2021,4,515001,4892740,10235401678.2081);"
358,andhra-pradesh,2021,4,520010,4198904,8551737728,"insert into top_trans values (358,'andhra-pradesh',2021,4,520010,4198904,8551737728.05256);"
359,andhra-pradesh,2021,4,516001,4058071,10324818012,"insert into top_trans values (359,'andhra-pradesh',2021,4,516001,4058071,10324818012.1462);"
360,andhra-pradesh,2022,1,524002,16133298,35123754551,"insert into top_trans values (360,'andhra-pradesh',2022,1,524002,16133298,35123754551.3954);"
361,andhra-pradesh,2022,1,530026,10293117,25355928766,"insert into top_trans values (361,'andhra-pradesh',2022,1,530026,10293117,25355928765.674);"
362,andhra-pradesh,2022,1,517501,8062447,14807178133,"insert into top_trans values (362,'andhra-pradesh',2022,1,517501,8062447,14807178133.0059);"
363,andhra-pradesh,2022,1,517507,6660899,12913687867,"insert into top_trans values (363,'andhra-pradesh',2022,1,517507,6660899,12913687866.5267);"
364,andhra-pradesh,2022,1,520002,6254668,16297042494,"insert into top_trans values (364,'andhra-pradesh',2022,1,520002,6254668,16297042494.4679);"
365,andhra-pradesh,2022,1,522001,5691035,15226428278,"insert into top_trans values (365,'andhra-pradesh',2022,1,522001,5691035,15226428277.5711);"
366,andhra-pradesh,2022,1,515001,5585462,11393585212,"insert into top_trans values (366,'andhra-pradesh',2022,1,515001,5585462,11393585212.4795);"
367,andhra-pradesh,2022,1,530016,5554647,9991176892,"insert into top_trans values (367,'andhra-pradesh',2022,1,530016,5554647,9991176892.06185);"
368,andhra-pradesh,2022,1,516001,4513789,11365056780,"insert into top_trans values (368,'andhra-pradesh',2022,1,516001,4513789,11365056779.5628);"
369,andhra-pradesh,2022,1,520010,4492155,9108501442,"insert into top_trans values (369,'andhra-pradesh',2022,1,520010,4492155,9108501441.85417);"
370,andhra-pradesh,2022,2,524002,18822839,40556750378,"insert into top_trans values (370,'andhra-pradesh',2022,2,524002,18822839,40556750377.6809);"
371,andhra-pradesh,2022,2,530026,12256092,29600523030,"insert into top_trans values (371,'andhra-pradesh',2022,2,530026,12256092,29600523030.0894);"
372,andhra-pradesh,2022,2,517501,9320394,17071503296,"insert into top_trans values (372,'andhra-pradesh',2022,2,517501,9320394,17071503296.033);"
373,andhra-pradesh,2022,2,517507,7667416,14863715365,"insert into top_trans values (373,'andhra-pradesh',2022,2,517507,7667416,14863715364.8206);"
374,andhra-pradesh,2022,2,520002,7584902,19447767872,"insert into top_trans values (374,'andhra-pradesh',2022,2,520002,7584902,19447767871.7905);"
375,andhra-pradesh,2022,2,530016,6470271,11522114399,"insert into top_trans values (375,'andhra-pradesh',2022,2,530016,6470271,11522114399.3034);"
376,andhra-pradesh,2022,2,515001,6291639,12847256630,"insert into top_trans values (376,'andhra-pradesh',2022,2,515001,6291639,12847256630.386);"
377,andhra-pradesh,2022,2,522001,6073875,16041957320,"insert into top_trans values (377,'andhra-pradesh',2022,2,522001,6073875,16041957319.9513);"
378,andhra-pradesh,2022,2,520010,5301338,10747157086,"insert into top_trans values (378,'andhra-pradesh',2022,2,520010,5301338,10747157085.9839);"
379,andhra-pradesh,2022,2,516001,4927880,12452111308,"insert into top_trans values (379,'andhra-pradesh',2022,2,516001,4927880,12452111307.59);"
380,andhra-pradesh,2022,3,530026,10427710,24452749355,"insert into top_trans values (380,'andhra-pradesh',2022,3,530026,10427710,24452749355.3437);"
381,andhra-pradesh,2022,3,517501,9028550,16685152652,"insert into top_trans values (381,'andhra-pradesh',2022,3,517501,9028550,16685152652.2794);"
382,andhra-pradesh,2022,3,517507,7638906,14893051969,"insert into top_trans values (382,'andhra-pradesh',2022,3,517507,7638906,14893051968.8614);"
383,andhra-pradesh,2022,3,524002,6897466,17798259712,"insert into top_trans values (383,'andhra-pradesh',2022,3,524002,6897466,17798259711.6584);"
384,andhra-pradesh,2022,3,522001,6608575,14799455202,"insert into top_trans values (384,'andhra-pradesh',2022,3,522001,6608575,14799455202.0727);"
385,andhra-pradesh,2022,3,520002,6370783,17359205739,"insert into top_trans values (385,'andhra-pradesh',2022,3,520002,6370783,17359205738.7983);"
386,andhra-pradesh,2022,3,530016,6352195,11280121650,"insert into top_trans values (386,'andhra-pradesh',2022,3,530016,6352195,11280121649.9277);"
387,andhra-pradesh,2022,3,515001,6120942,12350133591,"insert into top_trans values (387,'andhra-pradesh',2022,3,515001,6120942,12350133591.1166);"
388,andhra-pradesh,2022,3,520010,5372903,10801020195,"insert into top_trans values (388,'andhra-pradesh',2022,3,520010,5372903,10801020194.8787);"
389,andhra-pradesh,2022,3,516001,5350632,13517253500,"insert into top_trans values (389,'andhra-pradesh',2022,3,516001,5350632,13517253500.1005);"
390,andhra-pradesh,2022,4,530026,10249750,23326515678,"insert into top_trans values (390,'andhra-pradesh',2022,4,530026,10249750,23326515677.8823);"
391,andhra-pradesh,2022,4,517501,9601016,17160601029,"insert into top_trans values (391,'andhra-pradesh',2022,4,517501,9601016,17160601029.4708);"
392,andhra-pradesh,2022,4,517507,8255182,15452889827,"insert into top_trans values (392,'andhra-pradesh',2022,4,517507,8255182,15452889827.3102);"
393,andhra-pradesh,2022,4,530016,6770365,11575693177,"insert into top_trans values (393,'andhra-pradesh',2022,4,530016,6770365,11575693176.8665);"
394,andhra-pradesh,2022,4,515001,6566772,12647557282,"insert into top_trans values (394,'andhra-pradesh',2022,4,515001,6566772,12647557281.8199);"
395,andhra-pradesh,2022,4,522001,6419773,13879436431,"insert into top_trans values (395,'andhra-pradesh',2022,4,522001,6419773,13879436431.0186);"
396,andhra-pradesh,2022,4,520010,5887349,11108836640,"insert into top_trans values (396,'andhra-pradesh',2022,4,520010,5887349,11108836639.8906);"
397,andhra-pradesh,2022,4,518002,5810257,12488419884,"insert into top_trans values (397,'andhra-pradesh',2022,4,518002,5810257,12488419884.1619);"
398,andhra-pradesh,2022,4,520002,5685286,14883019280,"insert into top_trans values (398,'andhra-pradesh',2022,4,520002,5685286,14883019280.3306);"
399,andhra-pradesh,2022,4,516001,5545373,13027211099,"insert into top_trans values (399,'andhra-pradesh',2022,4,516001,5545373,13027211098.6779);"
400,arunachal-pradesh,2018,1,791110,4253,8605127.65,"insert into top_trans values (400,'arunachal-pradesh',2018,1,791110,4253,8605127.65004581);"
401,arunachal-pradesh,2018,1,791111,4207,9841038.919,"insert into top_trans values (401,'arunachal-pradesh',2018,1,791111,4207,9841038.91880147);"
402,arunachal-pradesh,2018,1,791102,3286,5671981.375,"insert into top_trans values (402,'arunachal-pradesh',2018,1,791102,3286,5671981.37541513);"
403,arunachal-pradesh,2018,1,790116,2704,4457038.562,"insert into top_trans values (403,'arunachal-pradesh',2018,1,790116,2704,4457038.56233189);"
404,arunachal-pradesh,2018,1,790104,2114,4578762.301,"insert into top_trans values (404,'arunachal-pradesh',2018,1,790104,2114,4578762.30116947);"
405,arunachal-pradesh,2018,1,791109,2112,3137887.501,"insert into top_trans values (405,'arunachal-pradesh',2018,1,791109,2112,3137887.50069506);"
406,arunachal-pradesh,2018,1,792131,2097,3667031.75,"insert into top_trans values (406,'arunachal-pradesh',2018,1,792131,2097,3667031.75014508);"
407,arunachal-pradesh,2018,1,791001,2041,5020173.998,"insert into top_trans values (407,'arunachal-pradesh',2018,1,791001,2041,5020173.99766273);"
408,arunachal-pradesh,2018,1,791113,1955,6492923.794,"insert into top_trans values (408,'arunachal-pradesh',2018,1,791113,1955,6492923.79381314);"
409,arunachal-pradesh,2018,1,792001,1865,2638135.149,"insert into top_trans values (409,'arunachal-pradesh',2018,1,792001,1865,2638135.14897331);"
410,arunachal-pradesh,2018,2,791110,7878,19894634.32,"insert into top_trans values (410,'arunachal-pradesh',2018,2,791110,7878,19894634.3223606);"
411,arunachal-pradesh,2018,2,791111,7239,20302894.32,"insert into top_trans values (411,'arunachal-pradesh',2018,2,791111,7239,20302894.3240716);"
412,arunachal-pradesh,2018,2,791102,6046,11116134.49,"insert into top_trans values (412,'arunachal-pradesh',2018,2,791102,6046,11116134.4916965);"
413,arunachal-pradesh,2018,2,790116,4689,11109804.76,"insert into top_trans values (413,'arunachal-pradesh',2018,2,790116,4689,11109804.7603472);"
414,arunachal-pradesh,2018,2,790104,4436,10757634.64,"insert into top_trans values (414,'arunachal-pradesh',2018,2,790104,4436,10757634.6411868);"
415,arunachal-pradesh,2018,2,792131,4342,9787595.363,"insert into top_trans values (415,'arunachal-pradesh',2018,2,792131,4342,9787595.36316498);"
416,arunachal-pradesh,2018,2,791113,4159,10355129.8,"insert into top_trans values (416,'arunachal-pradesh',2018,2,791113,4159,10355129.796387);"
417,arunachal-pradesh,2018,2,792103,3885,10332844.69,"insert into top_trans values (417,'arunachal-pradesh',2018,2,792103,3885,10332844.6906703);"
418,arunachal-pradesh,2018,2,792102,3638,13733030.97,"insert into top_trans values (418,'arunachal-pradesh',2018,2,792102,3638,13733030.9666759);"
419,arunachal-pradesh,2018,2,791109,3486,8901023.682,"insert into top_trans values (419,'arunachal-pradesh',2018,2,791109,3486,8901023.6818946);"
420,arunachal-pradesh,2018,3,791110,13489,28577947.49,"insert into top_trans values (420,'arunachal-pradesh',2018,3,791110,13489,28577947.4949845);"
421,arunachal-pradesh,2018,3,791111,10508,33766761.06,"insert into top_trans values (421,'arunachal-pradesh',2018,3,791111,10508,33766761.0601245);"
422,arunachal-pradesh,2018,3,791102,9777,18868814.47,"insert into top_trans values (422,'arunachal-pradesh',2018,3,791102,9777,18868814.4744718);"
423,arunachal-pradesh,2018,3,791109,8636,14623073.03,"insert into top_trans values (423,'arunachal-pradesh',2018,3,791109,8636,14623073.0283372);"
424,arunachal-pradesh,2018,3,790116,6870,19935455.78,"insert into top_trans values (424,'arunachal-pradesh',2018,3,790116,6870,19935455.7776253);"
425,arunachal-pradesh,2018,3,792103,6672,16204421.8,"insert into top_trans values (425,'arunachal-pradesh',2018,3,792103,6672,16204421.8014731);"
426,arunachal-pradesh,2018,3,790104,6434,18213474.58,"insert into top_trans values (426,'arunachal-pradesh',2018,3,790104,6434,18213474.582743);"
427,arunachal-pradesh,2018,3,792001,6307,16330131.58,"insert into top_trans values (427,'arunachal-pradesh',2018,3,792001,6307,16330131.5817049);"
428,arunachal-pradesh,2018,3,791113,6191,14657152.43,"insert into top_trans values (428,'arunachal-pradesh',2018,3,791113,6191,14657152.4253216);"
429,arunachal-pradesh,2018,3,792102,5120,16131802.08,"insert into top_trans values (429,'arunachal-pradesh',2018,3,792102,5120,16131802.0778963);"
430,arunachal-pradesh,2018,4,791110,18305,50770919.03,"insert into top_trans values (430,'arunachal-pradesh',2018,4,791110,18305,50770919.0344328);"
431,arunachal-pradesh,2018,4,791111,14891,50578761.54,"insert into top_trans values (431,'arunachal-pradesh',2018,4,791111,14891,50578761.5410996);"
432,arunachal-pradesh,2018,4,791102,11990,28553763.56,"insert into top_trans values (432,'arunachal-pradesh',2018,4,791102,11990,28553763.5580652);"
433,arunachal-pradesh,2018,4,790116,10791,42561249.91,"insert into top_trans values (433,'arunachal-pradesh',2018,4,790116,10791,42561249.9124533);"
434,arunachal-pradesh,2018,4,792103,8743,23841863.53,"insert into top_trans values (434,'arunachal-pradesh',2018,4,792103,8743,23841863.5301028);"
435,arunachal-pradesh,2018,4,790104,8727,28710303.17,"insert into top_trans values (435,'arunachal-pradesh',2018,4,790104,8727,28710303.1654599);"
436,arunachal-pradesh,2018,4,791113,8156,19785304.8,"insert into top_trans values (436,'arunachal-pradesh',2018,4,791113,8156,19785304.795617);"
437,arunachal-pradesh,2018,4,791109,7660,17851253.03,"insert into top_trans values (437,'arunachal-pradesh',2018,4,791109,7660,17851253.0261807);"
438,arunachal-pradesh,2018,4,792001,7520,18988989.14,"insert into top_trans values (438,'arunachal-pradesh',2018,4,792001,7520,18988989.1414523);"
439,arunachal-pradesh,2018,4,792102,6597,21188725.1,"insert into top_trans values (439,'arunachal-pradesh',2018,4,792102,6597,21188725.0963788);"
440,arunachal-pradesh,2019,1,791110,21769,56305175.16,"insert into top_trans values (440,'arunachal-pradesh',2019,1,791110,21769,56305175.1574218);"
441,arunachal-pradesh,2019,1,791111,18706,57464660.99,"insert into top_trans values (441,'arunachal-pradesh',2019,1,791111,18706,57464660.9862306);"
442,arunachal-pradesh,2019,1,791102,14504,35128890.14,"insert into top_trans values (442,'arunachal-pradesh',2019,1,791102,14504,35128890.1405284);"
443,arunachal-pradesh,2019,1,790116,13724,44410163.52,"insert into top_trans values (443,'arunachal-pradesh',2019,1,790116,13724,44410163.5214818);"
444,arunachal-pradesh,2019,1,791109,11691,24669479.82,"insert into top_trans values (444,'arunachal-pradesh',2019,1,791109,11691,24669479.8211211);"
445,arunachal-pradesh,2019,1,791113,10893,28900698.05,"insert into top_trans values (445,'arunachal-pradesh',2019,1,791113,10893,28900698.0471402);"
446,arunachal-pradesh,2019,1,790104,10231,29899156.53,"insert into top_trans values (446,'arunachal-pradesh',2019,1,790104,10231,29899156.5344348);"
447,arunachal-pradesh,2019,1,792103,10190,28841570.72,"insert into top_trans values (447,'arunachal-pradesh',2019,1,792103,10190,28841570.7179374);"
448,arunachal-pradesh,2019,1,792001,9575,24797020.74,"insert into top_trans values (448,'arunachal-pradesh',2019,1,792001,9575,24797020.7366888);"
449,arunachal-pradesh,2019,1,790101,9149,26500818.4,"insert into top_trans values (449,'arunachal-pradesh',2019,1,790101,9149,26500818.3982133);"
450,arunachal-pradesh,2019,2,791110,28827,80501052.66,"insert into top_trans values (450,'arunachal-pradesh',2019,2,791110,28827,80501052.6573071);"
451,arunachal-pradesh,2019,2,791111,24040,77741634.14,"insert into top_trans values (451,'arunachal-pradesh',2019,2,791111,24040,77741634.1362848);"
452,arunachal-pradesh,2019,2,791102,14906,38658949.4,"insert into top_trans values (452,'arunachal-pradesh',2019,2,791102,14906,38658949.4019939);"
453,arunachal-pradesh,2019,2,790116,13929,48120977.09,"insert into top_trans values (453,'arunachal-pradesh',2019,2,790116,13929,48120977.0882818);"
454,arunachal-pradesh,2019,2,791113,12970,37636424.9,"insert into top_trans values (454,'arunachal-pradesh',2019,2,791113,12970,37636424.8998208);"
455,arunachal-pradesh,2019,2,790104,12562,43392107.21,"insert into top_trans values (455,'arunachal-pradesh',2019,2,790104,12562,43392107.2088775);"
456,arunachal-pradesh,2019,2,791109,12214,28228154.98,"insert into top_trans values (456,'arunachal-pradesh',2019,2,791109,12214,28228154.9760607);"
457,arunachal-pradesh,2019,2,792001,11232,29778429.81,"insert into top_trans values (457,'arunachal-pradesh',2019,2,792001,11232,29778429.8145202);"
458,arunachal-pradesh,2019,2,792103,11076,30442992.65,"insert into top_trans values (458,'arunachal-pradesh',2019,2,792103,11076,30442992.6547544);"
459,arunachal-pradesh,2019,2,790101,10926,36302058.3,"insert into top_trans values (459,'arunachal-pradesh',2019,2,790101,10926,36302058.2992949);"
460,arunachal-pradesh,2019,3,791110,38560,104152420.7,"insert into top_trans values (460,'arunachal-pradesh',2019,3,791110,38560,104152420.690395);"
461,arunachal-pradesh,2019,3,791111,32844,92522169.4,"insert into top_trans values (461,'arunachal-pradesh',2019,3,791111,32844,92522169.403638);"
462,arunachal-pradesh,2019,3,791102,20744,50221808.11,"insert into top_trans values (462,'arunachal-pradesh',2019,3,791102,20744,50221808.1096595);"
463,arunachal-pradesh,2019,3,791113,19591,49174022.06,"insert into top_trans values (463,'arunachal-pradesh',2019,3,791113,19591,49174022.0641138);"
464,arunachal-pradesh,2019,3,790116,19201,53454221.51,"insert into top_trans values (464,'arunachal-pradesh',2019,3,790116,19201,53454221.51239);"
465,arunachal-pradesh,2019,3,790104,18759,57742402.57,"insert into top_trans values (465,'arunachal-pradesh',2019,3,790104,18759,57742402.5655466);"
466,arunachal-pradesh,2019,3,792103,17253,38310432.23,"insert into top_trans values (466,'arunachal-pradesh',2019,3,792103,17253,38310432.2280612);"
467,arunachal-pradesh,2019,3,790101,15882,43198540.63,"insert into top_trans values (467,'arunachal-pradesh',2019,3,790101,15882,43198540.6298164);"
468,arunachal-pradesh,2019,3,792001,15645,35020210.51,"insert into top_trans values (468,'arunachal-pradesh',2019,3,792001,15645,35020210.505381);"
469,arunachal-pradesh,2019,3,791109,14867,29287244.19,"insert into top_trans values (469,'arunachal-pradesh',2019,3,791109,14867,29287244.1911915);"
470,arunachal-pradesh,2019,4,791110,46210,135166318.9,"insert into top_trans values (470,'arunachal-pradesh',2019,4,791110,46210,135166318.901001);"
471,arunachal-pradesh,2019,4,791111,38960,109780309.5,"insert into top_trans values (471,'arunachal-pradesh',2019,4,791111,38960,109780309.469189);"
472,arunachal-pradesh,2019,4,791113,25720,67044021.64,"insert into top_trans values (472,'arunachal-pradesh',2019,4,791113,25720,67044021.6421687);"
473,arunachal-pradesh,2019,4,791102,25493,64172690.79,"insert into top_trans values (473,'arunachal-pradesh',2019,4,791102,25493,64172690.7885123);"
474,arunachal-pradesh,2019,4,790104,23418,71137191.35,"insert into top_trans values (474,'arunachal-pradesh',2019,4,790104,23418,71137191.3528634);"
475,arunachal-pradesh,2019,4,792103,22297,45950095.41,"insert into top_trans values (475,'arunachal-pradesh',2019,4,792103,22297,45950095.4058712);"
476,arunachal-pradesh,2019,4,790101,22263,69716144.71,"insert into top_trans values (476,'arunachal-pradesh',2019,4,790101,22263,69716144.707395);"
477,arunachal-pradesh,2019,4,790116,21777,62382535.12,"insert into top_trans values (477,'arunachal-pradesh',2019,4,790116,21777,62382535.1219003);"
478,arunachal-pradesh,2019,4,792001,18262,41638209.32,"insert into top_trans values (478,'arunachal-pradesh',2019,4,792001,18262,41638209.3203203);"
479,arunachal-pradesh,2019,4,791109,17833,33159442.66,"insert into top_trans values (479,'arunachal-pradesh',2019,4,791109,17833,33159442.663443);"
480,arunachal-pradesh,2020,1,791110,53858,134164730.9,"insert into top_trans values (480,'arunachal-pradesh',2020,1,791110,53858,134164730.895831);"
481,arunachal-pradesh,2020,1,791111,44651,118592432.5,"insert into top_trans values (481,'arunachal-pradesh',2020,1,791111,44651,118592432.507558);"
482,arunachal-pradesh,2020,1,791113,40087,114373417.7,"insert into top_trans values (482,'arunachal-pradesh',2020,1,791113,40087,114373417.731456);"
483,arunachal-pradesh,2020,1,791102,30846,73201195.24,"insert into top_trans values (483,'arunachal-pradesh',2020,1,791102,30846,73201195.2353644);"
484,arunachal-pradesh,2020,1,792103,27462,65003236.3,"insert into top_trans values (484,'arunachal-pradesh',2020,1,792103,27462,65003236.3023318);"
485,arunachal-pradesh,2020,1,790116,25027,68279455.37,"insert into top_trans values (485,'arunachal-pradesh',2020,1,790116,25027,68279455.365446);"
486,arunachal-pradesh,2020,1,790104,24414,66277727.27,"insert into top_trans values (486,'arunachal-pradesh',2020,1,790104,24414,66277727.2734947);"
487,arunachal-pradesh,2020,1,792001,23370,55255805.31,"insert into top_trans values (487,'arunachal-pradesh',2020,1,792001,23370,55255805.3105941);"
488,arunachal-pradesh,2020,1,791001,22588,54519489.86,"insert into top_trans values (488,'arunachal-pradesh',2020,1,791001,22588,54519489.8611041);"
489,arunachal-pradesh,2020,1,791109,22374,43679801.42,"insert into top_trans values (489,'arunachal-pradesh',2020,1,791109,22374,43679801.4238306);"
490,arunachal-pradesh,2020,2,791110,66660,161486745.4,"insert into top_trans values (490,'arunachal-pradesh',2020,2,791110,66660,161486745.437748);"
491,arunachal-pradesh,2020,2,791111,58840,143307742.4,"insert into top_trans values (491,'arunachal-pradesh',2020,2,791111,58840,143307742.435478);"
492,arunachal-pradesh,2020,2,791102,50996,97581020.84,"insert into top_trans values (492,'arunachal-pradesh',2020,2,791102,50996,97581020.8441248);"
493,arunachal-pradesh,2020,2,791113,49710,128006452.9,"insert into top_trans values (493,'arunachal-pradesh',2020,2,791113,49710,128006452.942206);"
494,arunachal-pradesh,2020,2,792103,39797,83935770.27,"insert into top_trans values (494,'arunachal-pradesh',2020,2,792103,39797,83935770.2669505);"
495,arunachal-pradesh,2020,2,791001,38760,84597533.51,"insert into top_trans values (495,'arunachal-pradesh',2020,2,791001,38760,84597533.513517);"
496,arunachal-pradesh,2020,2,790104,34466,94485243.4,"insert into top_trans values (496,'arunachal-pradesh',2020,2,790104,34466,94485243.3977914);"
497,arunachal-pradesh,2020,2,792001,33392,72498626.74,"insert into top_trans values (497,'arunachal-pradesh',2020,2,792001,33392,72498626.7442757);"
498,arunachal-pradesh,2020,2,790116,28051,69882584.57,"insert into top_trans values (498,'arunachal-pradesh',2020,2,790116,28051,69882584.5682394);"
499,arunachal-pradesh,2020,2,790101,27329,80597964.57,"insert into top_trans values (499,'arunachal-pradesh',2020,2,790101,27329,80597964.5697464);"
500,arunachal-pradesh,2020,3,791113,85276,286434881.1,"insert into top_trans values (500,'arunachal-pradesh',2020,3,791113,85276,286434881.136598);"
501,arunachal-pradesh,2020,3,791110,83578,224119989.4,"insert into top_trans values (501,'arunachal-pradesh',2020,3,791110,83578,224119989.369266);"
502,arunachal-pradesh,2020,3,791111,73373,201615153.5,"insert into top_trans values (502,'arunachal-pradesh',2020,3,791111,73373,201615153.491781);"
503,arunachal-pradesh,2020,3,791102,59485,147103673,"insert into top_trans values (503,'arunachal-pradesh',2020,3,791102,59485,147103673.021595);"
504,arunachal-pradesh,2020,3,792103,43165,97856482.63,"insert into top_trans values (504,'arunachal-pradesh',2020,3,792103,43165,97856482.6301574);"
505,arunachal-pradesh,2020,3,790104,42704,140524891.7,"insert into top_trans values (505,'arunachal-pradesh',2020,3,790104,42704,140524891.739057);"
